Cells,Value,Error
16016.0,136.736,0.0125
16017.0,147.85,0.0142
16018.0,119.78,0.0162
16019.0,75.2961,0.0203
16020.0,124.61,0.0111
16021.0,132.049,0.0133
16022.0,108.715,0.0157
16023.0,67.3824,0.0197
16024.0,120.154,0.0108
16025.0,126.097,0.0129
16026.0,102.827,0.0154
16027.0,63.3289,0.0192
16028.0,117.487,0.0104
16029.0,123.23,0.0127
16030.0,99.3008,0.0171
16031.0,61.3399,0.0192
16032.0,117.569,0.0108
16033.0,121.041,0.0129
16034.0,98.2395,0.0151
16035.0,59.099,0.0189
16036.0,119.114,0.0111
16037.0,121.035,0.0129
16038.0,97.3081,0.0156
16039.0,59.2267,0.0195
16040.0,118.64,0.0111
16041.0,120.51,0.0127
16042.0,95.9545,0.0148
16043.0,61.5309,0.0198
16044.0,119.081,0.0113
16045.0,124.289,0.0135
16046.0,100.783,0.0161
16047.0,65.5897,0.0204
16048.0,120.904,0.0117
16049.0,131.913,0.0138
16050.0,107.337,0.0165
16051.0,68.8577,0.0201
16052.0,127.278,0.0122
16053.0,140.66,0.0137
16054.0,116.396,0.0158
16055.0,74.4081,0.02
16056.0,139.503,0.0133
16057.0,159.402,0.0141
16058.0,132.098,0.0175
16059.0,83.0225,0.0213
16060.0,156.066,0.0142
16061.0,191.454,0.0157
16062.0,158.733,0.0174
16063.0,100.724,0.0221
