User,Time,Value,Error
0.0,0s,0.0,0.0
0.0,2.7h,0.0,0.0
0.0,24h,0.0,0.0
0.0,11.6d,0.0,0.0
0.0,30d,0.0,0.0
0.0,10y,0.0,0.0
-12024.0,0s,12.945,0.0003
-12024.0,2.7h,11.3817,0.0003
-12024.0,24h,4.25774,0.0003
-12024.0,11.6d,3.3322e-05,0.0003
-12024.0,30d,4.21167e-14,0.0003
-12024.0,10y,0.0,0.0
-12025.0,0s,0.0048426,0.0153
-12025.0,2.7h,0.0042578,0.0153
-12025.0,24h,0.00159278,0.0153
-12025.0,11.6d,1.24655e-08,0.0153
-12025.0,30d,1.57555e-17,0.0153
-12025.0,10y,0.0,0.0
-13027.0,0s,26.4497,0.0002
-13027.0,2.7h,15.2606,0.0002
-13027.0,24h,5.70878,0.0002
-13027.0,11.6d,4.47156e-05,0.0002
-13027.0,30d,3.74351e-08,0.0107
-13027.0,10y,3.74347e-08,0.0107
-14028.0,0s,110.762,0.0003
-14028.0,2.7h,4.53432e-21,0.0003
-14028.0,24h,0.0,0.0
-14028.0,11.6d,0.0,0.0
-14028.0,30d,0.0,0.0
-14028.0,10y,0.0,0.0
-14030.0,0s,5.31772e-06,0.0221
-14030.0,2.7h,2.55013e-06,0.0221
-14030.0,24h,9.29303e-09,0.0221
-14030.0,11.6d,6.44799e-38,0.0221
-14030.0,30d,9.96948e-89,0.0221
-14030.0,10y,0.0,0.0
-17037.0,0s,0.00565665,0.0032
-17037.0,2.7h,0.000253557,0.0032
-17037.0,24h,1.26373e-14,0.0032
-17037.0,11.6d,0.0,0.0
-17037.0,30d,0.0,0.0
-17037.0,10y,0.0,0.0
-20040.0,0s,2.31194e-07,0.0942
-20040.0,2.7h,2.30665e-07,0.0942
-20040.0,24h,2.26664e-07,0.0942
-20040.0,11.6d,1.83875e-07,0.0942
-20040.0,30d,1.27701e-07,0.0942
-20040.0,10y,1.08679e-38,0.0942
-20042.0,0s,0.0110695,0.0071
-20042.0,2.7h,0.00947252,0.0071
-20042.0,24h,0.00288084,0.0071
-20042.0,11.6d,1.89592e-09,0.0071
-20042.0,30d,3.20522e-20,0.0071
-20042.0,10y,0.0,0.0
-20043.0,0s,0.00103433,0.014
-20043.0,2.7h,0.000948125,0.014
-20043.0,24h,0.000487943,0.014
-20043.0,11.6d,1.76249e-07,0.014
-20043.0,30d,1.7768e-13,0.014
-20043.0,10y,0.0,0.0
-20044.0,0s,1.36727e-05,0.1547
-20044.0,2.7h,1.25368e-05,0.1547
-20044.0,24h,6.46273e-06,0.1547
-20044.0,11.6d,2.34001e-09,0.1547
-20044.0,30d,2.35903e-15,0.1547
-20044.0,10y,0.0,0.0
-20046.0,0s,3.40563e-05,0.0049
-20046.0,2.7h,3.34594e-05,0.0049
-20046.0,24h,2.92318e-05,0.0049
-20046.0,11.6d,5.81252e-06,0.0049
-20046.0,30d,3.48317e-07,0.0049
-20046.0,10y,0.0,0.0
-20048.0,0s,0.00753079,0.0084
-20048.0,2.7h,0.00739881,0.0084
-20048.0,24h,0.00646397,0.0084
-20048.0,11.6d,0.00128531,0.0084
-20048.0,30d,7.70226e-05,0.0084
-20048.0,10y,0.0,0.0
-26054.0,0s,0.531977,0.0005
-26054.0,2.7h,0.531837,0.0005
-26054.0,24h,0.530776,0.0005
-26054.0,11.6d,0.518277,0.0005
-26054.0,30d,0.497279,0.0005
-26054.0,10y,0.000161935,0.0005
-26056.0,0s,4.87553,0.0004
-26056.0,2.7h,2.31319,0.0004
-26056.0,24h,0.00776834,0.0004
-26056.0,11.6d,4.35676e-07,0.1084
-26056.0,30d,4.30141e-07,0.1084
-26056.0,10y,3.49936e-08,0.1084
-26057.0,0s,0.000808597,0.0385
-26057.0,2.7h,0.000383638,0.0385
-26057.0,24h,1.28829e-06,0.0385
-26057.0,11.6d,3.36307e-36,0.0385
-26057.0,30d,9.46649e-88,0.0385
-26057.0,10y,0.0,0.0
-26058.0,0s,0.00367406,0.0013
-26058.0,2.7h,0.00366744,0.0013
-26058.0,24h,0.00361726,0.0013
-26058.0,11.6d,0.00306791,0.0013
-26058.0,30d,0.00230241,0.0013
-26058.0,10y,7.93611e-28,0.0013
-8016.0,0s,344.155,0.0003
-8016.0,2.7h,0.0,0.0
-8016.0,24h,0.0,0.0
-8016.0,11.6d,0.0,0.0
-8016.0,30d,0.0,0.0
-8016.0,10y,0.0,0.0
-9019.0,0s,0.00104827,0.0218
-9019.0,2.7h,0.000365729,0.0218
-9019.0,24h,1.17299e-07,0.0218
-9019.0,11.6d,1.94654e-49,0.0218
-9019.0,30d,0.0,0.0
-9019.0,10y,0.0,0.0
