Time,Value,Error
6.2767,0.0,0.0
6.31605,0.0,0.0
6.3554,0.0,0.0
6.39475,0.0,0.0
6.4341,0.0,0.0
6.47345,0.0,0.0
6.5128,0.0,0.0
6.55215,0.0,0.0
6.5915,0.0,0.0
6.63085,0.0,0.0
6.6702,4.8549936467597654e-15,0.1682
6.70955,7.896518424396487e-12,0.0328
6.7489,9.376416772554055e-10,0.0035
6.78825,9.06358322744605e-09,0.0018
6.8276,1.668599745870366e-08,0.0014
6.86695,8.658221092757355e-09,0.0032
6.9063,5.245209656925062e-09,0.0057
6.94565,3.881270648030518e-09,0.0063
6.985,2.9351461245234577e-09,0.0107
7.02435,2.4286886912325425e-09,0.0178
7.0637,1.9678932655654494e-09,0.0068
7.10305,1.6724116899618902e-09,0.0108
7.1424,1.3888614993646527e-09,0.0089
7.18175,1.1871918678526116e-09,0.0112
7.2211,1.0276060991105523e-09,0.0117
7.26045,9.081473951715427e-10,0.0134
7.2998,7.844472681067213e-10,0.0136
7.33915,7.278348157560398e-10,0.0176
7.3785,6.387115628970812e-10,0.017
7.41785,5.937738246505752e-10,0.0228
7.4572,5.382185514612361e-10,0.0267
7.49655,5.146048284625188e-10,0.035
7.5359,5.061728081321503e-10,0.0432
7.57525,4.722210927573089e-10,0.0389
7.6146,4.866175349428127e-10,0.0473
7.81135,4.668437102922496e-10,0.025
8.0081,4.714160101651827e-10,0.0335
8.20485,4.936767471410425e-10,0.0311
8.4016,5.026256670902166e-10,0.0275
8.59835,4.420711562897083e-10,0.0268
8.7951,3.8504498094028004e-10,0.022
8.99185,3.6623024142312627e-10,0.0226
9.1886,3.397778907242698e-10,0.0263
9.38535,3.072188055908489e-10,0.0261
9.5821,2.9517966963151243e-10,0.0218
9.77885,2.856630241423129e-10,0.0272
9.9756,2.823252858958072e-10,0.0215
10.1723,2.963985765124557e-10,0.0284
10.3691,2.7116819105691106e-10,0.0198
10.5659,2.8497459349593547e-10,0.0265
10.7626,2.7759176410777603e-10,0.0195
10.9593,2.8492526690391476e-10,0.0199
11.1561,2.865472560975615e-10,0.0183
11.3529,2.9543546747967533e-10,0.0163
11.5496,2.9874072191154057e-10,0.0168
11.7463,3.131220132180989e-10,0.0219
11.9431,3.190182926829274e-10,0.0201
12.1399,3.194512195121928e-10,0.0152
12.3366,3.221499745805798e-10,0.0176
12.5333,3.2368734112862243e-10,0.0183
12.7301,3.328191056910575e-10,0.019
12.9269,3.338211382113827e-10,0.0165
13.1236,3.4928164717844455e-10,0.0181
13.3204,3.61988821138212e-10,0.0146
13.5171,3.7014133197763117e-10,0.0134
13.7138,3.864641586171803e-10,0.0137
13.9106,3.962688008130089e-10,0.0141
14.1073,4.224860193187598e-10,0.0213
14.3041,4.114933943089438e-10,0.0116
14.5009,4.2589380081300893e-10,0.0127
14.6976,4.529725470259281e-10,0.0155
14.8944,4.70910569105692e-10,0.0136
15.0911,4.852282663955222e-10,0.0162
15.2879,4.900564024390252e-10,0.0119
15.4846,5.036151499745809e-10,0.0135
15.6813,5.270462633451961e-10,0.0134
15.8781,5.446646341463424e-10,0.0114
16.0749,5.841463414634157e-10,0.0117
16.2716,6.209150991357401e-10,0.0114
16.4683,6.459532282663958e-10,0.0129
16.6651,6.470325203252043e-10,0.0087
16.8619,6.603912601626028e-10,0.0098
17.0586,6.69766141331978e-10,0.0113
17.2553,6.76573462125064e-10,0.0095
17.4521,7.012652439024276e-10,0.0118
17.6489,6.997154471544729e-10,0.009
17.8456,7.303660396542964e-10,0.0087
18.0423,7.435943060498226e-10,0.0088
18.2391,7.79131097560977e-10,0.0099
18.4359,8.006910569105706e-10,0.0082
18.6326,8.222064056939507e-10,0.0088
18.8293,8.286375190645658e-10,0.0074
19.0261,8.407876016260178e-10,0.0077
19.2229,8.294817073170746e-10,0.0079
19.4196,8.362887646161673e-10,0.0085
19.6163,8.057651245551607e-10,0.0079
19.8131,7.807876016260177e-10,0.0076
20.0099,7.866666666666681e-10,0.0084
20.2066,7.684189120487919e-10,0.0095
20.4033,7.603558718861215e-10,0.0087
20.6001,7.627286585365867e-10,0.0093
20.7969,7.479166666666681e-10,0.0088
20.9936,7.349364514489075e-10,0.0083
21.1903,7.365887137773263e-10,0.0087
21.3871,7.24776422764229e-10,0.013
21.5839,7.212093495934972e-10,0.0095
21.7806,7.050533807829185e-10,0.0086
21.9773,7.149161159125577e-10,0.01
22.1741,7.170528455284565e-10,0.0074
22.3709,7.379878048780501e-10,0.0094
22.5676,7.429232333502801e-10,0.0079
22.7643,7.318251143873924e-10,0.0071
22.9611,7.272205284552859e-10,0.0083
23.1578,7.276359938993264e-10,0.0085
23.3546,7.010924796747981e-10,0.0084
23.5513,6.805948144382312e-10,0.0087
23.7481,6.450355691056922e-10,0.0079
23.9449,6.163516260162612e-10,0.009
24.1416,5.865531265887142e-10,0.0092
24.3383,5.591967463141844e-10,0.0094
24.5351,5.293343495934969e-10,0.0088
24.7318,5.07543467208948e-10,0.0094
24.9286,4.796397357723586e-10,0.0097
25.1254,4.502825203252041e-10,0.0091
25.3221,4.2257041179461134e-10,0.0097
25.5189,4.0435416666666745e-10,0.0114
25.7156,3.717407219115406e-10,0.011
25.9124,3.529817073170674e-10,0.013
26.1091,3.2758820538891734e-10,0.0122
26.3058,3.0223995932892746e-10,0.0131
26.5026,2.7908180894308996e-10,0.0141
26.6993,2.592526690391461e-10,0.0134
26.8961,2.3500152439024436e-10,0.0146
27.0929,2.196224593495939e-10,0.0185
27.2896,2.0485714285714298e-10,0.0195
27.4863,1.823085917641079e-10,0.0204
