Energy,Value,Error,Position
0.02477,0.0001682890600253898,0.0012,Pos A
0.02608,3.118938931297713e-05,0.0079,Pos A
0.02744,1.0407867647058823e-05,0.0117,Pos A
0.02889,1.7771655172413795e-06,0.0151,Pos A
0.03041,3.979769736842104e-06,0.014,Pos A
0.03201,6.5015000000000105e-06,0.0127,Pos A
0.0337,8.058224852070987e-06,0.012,Pos A
0.03547,8.729491525423726e-06,0.0116,Pos A
0.03734,8.542834224598947e-06,0.0116,Pos A
0.03931,9.037614213197972e-06,0.0112,Pos A
0.04138,9.458164251207719e-06,0.0109,Pos A
0.04355,9.130184331797241e-06,0.0108,Pos A
0.04584,1.0183886462882094e-05,0.0102,Pos A
0.04825,1.0286887966804969e-05,0.0099,Pos A
0.0508,6.986784313725499e-06,0.0112,Pos A
0.05347,5.022284644194759e-06,0.0123,Pos A
0.05629,6.685886524822687e-06,0.0111,Pos A
0.05925,7.777635135135142e-06,0.0103,Pos A
0.06237,8.453237179487168e-06,0.0097,Pos A
0.06564,5.590825688073391e-06,0.0111,Pos A
0.0691,6.470549132947994e-06,0.0104,Pos A
0.07274,8.133296703296694e-06,0.0093,Pos A
0.07657,4.580626631853786e-06,0.0114,Pos A
0.0806,7.927741935483859e-06,0.009,Pos A
0.08484,7.901603773584917e-06,0.0088,Pos A
0.0893,4.412062780269052e-06,0.0105,Pos A
0.094,5.588808510638303e-06,0.0095,Pos A
0.09896,3.54792338709677e-06,0.0111,Pos A
0.1041,3.6819260700389167e-06,0.011,Pos A
0.1097,4.486232142857137e-06,0.0099,Pos A
0.1154,4.509596491228073e-06,0.01,Pos A
0.1215,5.741983606557382e-06,0.0088,Pos A
0.1278,5.755142857142857e-06,0.0086,Pos A
0.1346,6.398191176470588e-06,0.0078,Pos A
0.1417,6.837309859154933e-06,0.0074,Pos A
0.1492,2.5799066666666644e-06,0.0102,Pos A
0.157,4.284923076923077e-06,0.0085,Pos A
0.1653,4.25479518072289e-06,0.0084,Pos A
0.174,4.353321839080467e-06,0.0082,Pos A
0.1831,5.5003186813186665e-06,0.0072,Pos A
0.1928,3.760216494845366e-06,0.0082,Pos A
0.2029,3.085346534653466e-06,0.0087,Pos A
0.2136,3.511934579439247e-06,0.0082,Pos A
0.2248,3.7764375000000043e-06,0.0078,Pos A
0.2367,3.4965462184873968e-06,0.0079,Pos A
0.2491,3.301201612903227e-06,0.008,Pos A
0.2622,3.3630763358778623e-06,0.0078,Pos A
0.276,4.670666666666655e-06,0.0066,Pos A
0.2906,2.6030958904109586e-06,0.0081,Pos A
0.3058,4.358526315789477e-06,0.0065,Pos A
0.322,4.291450617283953e-06,0.0063,Pos A
0.3389,2.673230769230774e-06,0.0074,Pos A
0.3567,4.350056179775272e-06,0.0059,Pos A
0.3755,3.3557925531914922e-06,0.0064,Pos A
0.3953,3.12177272727273e-06,0.0064,Pos A
0.416,2.462835748792271e-06,0.0069,Pos A
0.438,2.530681818181816e-06,0.0067,Pos A
0.461,2.4522260869565196e-06,0.0067,Pos A
0.4853,2.6587530864197545e-06,0.0064,Pos A
0.5108,2.6130784313725465e-06,0.0063,Pos A
0.5377,2.5170334572490776e-06,0.0063,Pos A
0.566,2.513155477031803e-06,0.0062,Pos A
0.5958,2.768040268456371e-06,0.0059,Pos A
0.6272,2.7334363057324855e-06,0.0057,Pos A
0.6601,2.7629148936170177e-06,0.0056,Pos A
0.6949,2.43431034482759e-06,0.0057,Pos A
0.7315,2.3846311475409784e-06,0.0057,Pos A
0.77,2.031849350649352e-06,0.0059,Pos A
0.8105,1.661812345679013e-06,0.0063,Pos A
0.8532,1.7964192037470743e-06,0.0061,Pos A
0.898,1.5989910714285692e-06,0.0063,Pos A
0.9453,1.490966173361522e-06,0.0064,Pos A
0.9951,1.397140562248997e-06,0.0064,Pos A
1.048,1.2671852551984862e-06,0.0064,Pos A
1.103,1.2206836363636375e-06,0.0065,Pos A
1.16,1.235285964912282e-06,0.0064,Pos A
1.222,1.272866129032257e-06,0.0061,Pos A
1.286,9.72864062499999e-07,0.0067,Pos A
1.353,9.258970149253739e-07,0.0068,Pos A
1.425,8.897722222222215e-07,0.0069,Pos A
1.5,7.458426666666671e-07,0.0072,Pos A
1.579,6.852101265822788e-07,0.0073,Pos A
1.662,6.537590361445786e-07,0.0074,Pos A
1.749,6.325954022988492e-07,0.0075,Pos A
1.842,5.468698924731185e-07,0.0078,Pos A
1.938,4.647375000000007e-07,0.0081,Pos A
2.041,4.300126213592234e-07,0.0083,Pos A
2.12,3.99913924050632e-07,0.0097,Pos A
2.203,3.827578313253024e-07,0.0096,Pos A
2.287,3.7090952380952346e-07,0.01,Pos A
2.37,3.404807228915655e-07,0.0106,Pos A
2.456,3.202104651162796e-07,0.0107,Pos A
2.54,2.756761904761902e-07,0.0112,Pos A
2.627,2.553827586206904e-07,0.0115,Pos A
2.713,2.5211627906976657e-07,0.012,Pos A
2.8,2.2271379310344894e-07,0.0124,Pos A
2.887,2.0093448275862025e-07,0.0128,Pos A
2.975,1.9140454545454528e-07,0.0132,Pos A
3.063,1.9723977272727255e-07,0.0138,Pos A
3.153,1.7516111111111137e-07,0.0139,Pos A
3.242,1.6258651685393266e-07,0.0147,Pos A
3.333,1.5454175824175792e-07,0.0146,Pos A
3.423,1.4049555555555577e-07,0.0155,Pos A
3.514,1.326307692307696e-07,0.0156,Pos A
3.606,1.281499999999999e-07,0.0158,Pos A
3.698,1.1980978260869555e-07,0.0164,Pos A
3.791,1.0945698924731186e-07,0.017,Pos A
3.884,1.0560107526881724e-07,0.0174,Pos A
3.977,1.0627903225806455e-07,0.0177,Pos A
4.071,1.0578744680851078e-07,0.0179,Pos A
4.166,1.0011789473684143e-07,0.0178,Pos A
4.261,1.02007263157895e-07,0.0182,Pos A
4.356,8.905368421052655e-08,0.019,Pos A
4.453,8.922020618556662e-08,0.0192,Pos A
4.549,8.744229166666659e-08,0.0201,Pos A
4.646,8.68332989690726e-08,0.0201,Pos A
4.743,8.264051546391717e-08,0.0207,Pos A
4.84,7.977082474226844e-08,0.022,Pos A
4.939,7.661777777777762e-08,0.0217,Pos A
5.038,8.002575757575741e-08,0.0214,Pos A
5.137,6.777777777777825e-08,0.0223,Pos A
5.237,6.716839999999965e-08,0.0236,Pos A
5.337,6.544800000000023e-08,0.0234,Pos A
5.437,6.324799999999967e-08,0.024,Pos A
5.539,6.520617647058861e-08,0.0236,Pos A
5.64,6.272445544554457e-08,0.0241,Pos A
5.741,5.7242970297029714e-08,0.0256,Pos A
5.844,5.52563106796113e-08,0.0248,Pos A
5.947,5.6633495145631206e-08,0.025,Pos A
6.05,5.3066213592233133e-08,0.0266,Pos A
6.154,5.2348076923076876e-08,0.0265,Pos A
6.258,5.3261153846153795e-08,0.0263,Pos A
6.363,4.686085714285695e-08,0.0277,Pos A
6.468,5.0716761904762124e-08,0.0272,Pos A
6.573,5.285876190476169e-08,0.0285,Pos A
6.679,5.1696792452830255e-08,0.0273,Pos A
6.785,5.316707547169818e-08,0.0276,Pos A
6.892,5.3361121495327e-08,0.0269,Pos A
6.999,5.5963177570093814e-08,0.0285,Pos A
7.106,5.325028037383167e-08,0.0281,Pos A
7.214,5.213759259259233e-08,0.0278,Pos A
7.322,4.699712962962978e-08,0.0278,Pos A
7.431,4.3858256880733957e-08,0.0294,Pos A
7.54,4.32402752293578e-08,0.0295,Pos A
7.649,4.5262293577981656e-08,0.028,Pos A
7.759,4.0314727272727155e-08,0.03,Pos A
7.87,3.609945945945954e-08,0.0301,Pos A
7.98,4.22302727272726e-08,0.0305,Pos A
8.092,4.238374999999996e-08,0.0294,Pos A
8.203,4.2727927927928356e-08,0.0303,Pos A
8.316,4.3325840707964096e-08,0.0311,Pos A
8.428,4.000973214285711e-08,0.0315,Pos A
8.54,4.1510089285714905e-08,0.0312,Pos A
8.653,4.234221238938004e-08,0.0314,Pos A
8.767,4.463412280701793e-08,0.0306,Pos A
8.881,4.255771929824533e-08,0.0307,Pos A
8.995,4.356842105263196e-08,0.0306,Pos A
9.11,4.3030695652173834e-08,0.0313,Pos A
9.226,4.398568965517187e-08,0.0305,Pos A
9.341,4.5092695652174524e-08,0.03,Pos A
9.456,4.927939130434773e-08,0.0298,Pos A
9.573,5.060794871794834e-08,0.0295,Pos A
9.69,5.0803675213675604e-08,0.0292,Pos A
9.807,4.966871794871758e-08,0.0308,Pos A
9.924,4.7958888888889256e-08,0.0308,Pos A
10.04,4.327508620689668e-08,0.0324,Pos A
10.16,4.4153333333332964e-08,0.0319,Pos A
10.28,3.942908333333359e-08,0.0342,Pos A
10.4,3.780816666666635e-08,0.0361,Pos A
10.52,3.442716666666689e-08,0.0377,Pos A
10.64,3.233508333333306e-08,0.0371,Pos A
10.76,3.2037750000000204e-08,0.039,Pos A
10.88,3.025341666666642e-08,0.0376,Pos A
11.0,3.047133333333353e-08,0.0364,Pos A
11.12,3.0080000000000194e-08,0.0377,Pos A
11.24,3.047558333333308e-08,0.0387,Pos A
11.36,3.078333333333353e-08,0.0377,Pos A
11.49,2.762161538461522e-08,0.0377,Pos A
11.61,2.9005333333333522e-08,0.0387,Pos A
11.73,2.934458333333309e-08,0.0369,Pos A
11.86,3.0003923076923304e-08,0.0363,Pos A
11.98,2.9713749999999752e-08,0.0366,Pos A
12.1,3.0303750000000196e-08,0.0379,Pos A
12.23,3.280869230769211e-08,0.0351,Pos A
12.35,3.60361666666669e-08,0.0343,Pos A
12.48,3.684638461538439e-08,0.0326,Pos A
12.6,4.3477500000000285e-08,0.032,Pos A
12.73,4.583623076923049e-08,0.0294,Pos A
12.86,4.852769230769268e-08,0.0286,Pos A
12.98,5.418808333333288e-08,0.0288,Pos A
13.11,5.889576923076968e-08,0.0269,Pos A
13.24,6.306238461538424e-08,0.0264,Pos A
13.37,6.845430769230822e-08,0.0258,Pos A
13.5,7.659830769230724e-08,0.0242,Pos A
13.62,9.20350000000006e-08,0.0237,Pos A
13.75,1.0069307692307632e-07,0.0221,Pos A
13.88,1.1121384615384549e-07,0.0207,Pos A
14.01,1.2816461538461637e-07,0.0193,Pos A
14.14,1.5079692307692217e-07,0.0184,Pos A
14.27,1.983092307692323e-07,0.0167,Pos A
14.4,2.9439076923076747e-07,0.0149,Pos A
14.53,4.1793384615384936e-07,0.0133,Pos A
14.67,4.84344999999998e-07,0.0126,Pos A
14.8,4.345330769230743e-07,0.0145,Pos A
14.93,3.089107692307716e-07,0.0174,Pos A
15.06,1.8539384615384503e-07,0.0227,Pos A
15.2,1.0467857142857233e-07,0.0304,Pos A
15.33,1.8039538461538353e-08,0.0888,Pos A
15.46,0.0,0.0,Pos A
15.6,0.0,0.0,Pos A
